1.15584,1.05635,0.0,0.0,0.0,0.0
0.38335,0.51291,0.45377,0.71322,0.26835,0.0
0.4778,0.15228,0.29764,0.0,0.0,0.0
0.66755,0.60454,0.0,0.0,0.0,0.0
0.45264,0.0,0.0,0.0,0.0,0.0
1.61452,1.31772,0.0,0.0,0.0,0.0
0.77399,0.67828,0.64451,0.37945,0.54337,0.0
-0.58842,-0.21235,-0.71629,-0.53954,0.0,0.0
-0.96389,-0.72415,-0.57308,-0.82218,-1.24093,-1.10746
1.16233,0.73408,0.51417,0.0,0.0,0.0
-1.68033,-1.52111,0.0,0.0,0.0,0.0
-1.68033,-1.52111,0.0,0.0,0.0,0.0
-1.68033,-1.52111,0.0,0.0,0.0,0.0
0.4778,0.15228,0.29764,0.0,0.0,0.0
-1.68033,-1.52111,0.0,0.0,0.0,0.0
